disk,cpu_id,sequence_number,timestamp,process_id,action,operation,sector_number,request_size,process_name
"8,16",1,196,0.653778662,18,C,R,6838752,256,[0]
"8,16",1,200,0.656694808,2568,I,R,7421400,256,[java]
"8,16",1,201,0.656700123,2568,D,R,7421400,256,[java]
"8,16",1,203,0.66097508,0,C,R,7421400,256,[0]
"8,16",1,207,0.661170165,2568,I,R,7034912,256,[java]
"8,16",1,208,0.661174501,2568,D,R,7034912,256,[java]
"8,16",1,210,0.672304608,0,C,R,7034912,256,[0]
"8,16",1,214,0.672353769,2568,I,R,7035168,256,[java]
"8,16",1,215,0.672357153,2568,D,R,7035168,256,[java]
"8,16",1,220,0.672390456,2568,I,R,7035424,256,[java]
"8,16",1,222,0.672392949,2568,D,R,7035424,256,[java]
"8,16",1,223,0.673369399,0,C,R,7035168,256,[0]
"8,16",1,224,0.674350733,2866,C,R,7035424,256,[0]
"8,16",1,228,0.676685503,2568,I,R,7356064,256,[java]
"8,16",1,229,0.676691294,2568,D,R,7356064,256,[java]
"8,16",1,231,0.685939398,0,C,R,7356064,256,[0]
"8,16",1,235,0.686009024,2568,I,R,7356320,256,[java]
"8,16",1,236,0.686013246,2568,D,R,7356320,256,[java]
"8,16",1,238,0.68697941,0,C,R,7356320,256,[0]
"8,16",0,270,0.689397712,2567,I,R,4482624,256,[java]
"8,16",0,271,0.689410529,2567,D,R,4482624,256,[java]
"8,16",0,273,0.700675748,0,C,R,4482624,256,[0]
"8,16",0,277,0.70080377,2567,I,R,3644256,256,[java]
"8,16",0,278,0.700807993,2567,D,R,3644256,256,[java]
"8,16",0,280,0.713917221,0,C,R,3644256,256,[0]
"8,16",0,284,0.71397786,2567,I,R,3644512,256,[java]
"8,16",0,285,0.713981136,2567,D,R,3644512,256,[java]
"8,16",0,290,0.714050604,2567,I,R,3644768,256,[java]
"8,16",0,292,0.7140531,2567,D,R,3644768,256,[java]
"8,16",0,293,0.715034216,0,C,R,3644512,256,[0]
"8,16",0,294,0.716038347,2866,C,R,3644768,256,[0]
"8,16",1,242,0.718272411,2568,I,R,7416928,256,[java]
"8,16",1,243,0.718284563,2568,D,R,7416928,256,[java]
"8,16",1,245,0.731241546,0,C,R,7416928,256,[0]
"8,16",1,249,0.731385376,2568,I,R,6878336,256,[java]
"8,16",1,250,0.731389061,2568,D,R,6878336,256,[java]
"8,16",1,252,0.737371027,0,C,R,6878336,256,[0]
"8,16",2,95,0.737419134,2568,I,R,6878592,256,[java]
"8,16",2,96,0.737422877,2568,D,R,6878592,256,[java]
"8,16",2,101,0.73745285,2568,I,R,6878848,256,[java]
"8,16",2,103,0.73745535,2568,D,R,6878848,256,[java]
"8,16",2,104,0.738500172,0,C,R,6878592,256,[0]
"8,16",2,105,0.739355603,2567,C,R,6878848,256,[0]
"8,16",2,109,0.761805151,2567,I,R,3840160,256,[java]
"8,16",2,110,0.76180893,2567,D,R,3840160,256,[java]
"8,16",0,298,0.748470416,2567,I,R,4488184,256,[java]
"8,16",0,299,0.748482337,2567,D,R,4488184,256,[java]
"8,16",0,301,0.761609577,0,C,R,4488184,256,[0]
"8,16",2,112,0.771159652,0,C,R,3840160,256,[0]
"8,16",2,116,0.771198507,2567,I,R,3840416,256,[java]
"8,16",2,117,0.771201436,2567,D,R,3840416,256,[java]
"8,16",2,122,0.771264142,2567,I,R,3840672,256,[java]
"8,16",2,124,0.771266388,2567,D,R,3840672,256,[java]
"8,16",2,125,0.77224231,0,C,R,3840416,256,[0]
"8,16",2,126,0.773278775,0,C,R,3840672,256,[0]
"8,16",2,130,0.785332552,2567,I,R,3595408,256,[java]
"8,16",2,131,0.785336756,2567,D,R,3595408,256,[java]
"8,16",2,133,0.797127834,0,C,R,3595408,256,[0]
"8,16",2,137,0.79717518,2567,I,R,3595664,256,[java]
"8,16",2,138,0.797178263,2567,D,R,3595664,256,[java]
"8,16",2,143,0.797225245,2567,I,R,3595920,256,[java]
"8,16",2,145,0.797227438,2567,D,R,3595920,256,[java]
"8,16",2,146,0.798207342,0,C,R,3595664,256,[0]
"8,16",2,147,0.80042367,0,C,R,3595920,256,[0]
"8,16",0,305,0.776985529,2567,I,R,4481240,256,[java]
"8,16",0,306,0.776990989,2567,D,R,4481240,256,[java]
"8,16",0,308,0.785182679,0,C,R,4481240,256,[0]
"8,16",0,312,0.802206159,2568,I,R,7419000,256,[java]
"8,16",0,313,0.802217993,2568,D,R,7419000,256,[java]
"8,16",0,315,0.807849892,0,C,R,7419000,256,[0]
