disk,cpu_id,sequence_number,timestamp,process_id,action,operation,sector_number,request_size,process_name
"8,16",3,224,0.7347799,0,C,R,593776,256,[0]
"8,16",3,228,0.735018781,19245,I,R,3695976,192,[java]
"8,16",3,229,0.735022888,19245,D,R,3695976,192,[java]
"8,16",3,231,0.746585988,0,C,R,3695976,192,[0]
"8,16",3,235,0.74677838,19245,I,R,3312440,256,[java]
"8,16",3,236,0.74678323,19245,D,R,3312440,256,[java]
"8,16",3,238,0.751121222,0,C,R,3312440,256,[0]
"8,16",3,242,0.75119173,19245,I,R,3312696,256,[java]
"8,16",3,243,0.75119593,19245,D,R,3312696,256,[java]
"8,16",3,248,0.751231768,19245,I,R,3312952,256,[java]
"8,16",3,250,0.751234722,19245,D,R,3312952,256,[java]
"8,16",3,251,0.752170838,0,C,R,3312696,256,[0]
"8,16",3,252,0.753264887,0,C,R,3312952,256,[0]
"8,16",3,256,0.759886097,19245,I,R,2412656,256,[java]
"8,16",3,257,0.759891624,19245,D,R,2412656,256,[java]
"8,16",3,259,0.769378236,0,C,R,2412656,256,[0]
"8,16",3,263,0.769574998,19245,I,R,1765064,256,[java]
"8,16",3,264,0.769579181,19245,D,R,1765064,256,[java]
"8,16",3,266,0.775581151,0,C,R,1765064,256,[0]
"8,16",3,270,0.775645932,19245,I,R,1765320,256,[java]
"8,16",3,271,0.775653851,19245,D,R,1765320,256,[java]
"8,16",3,273,0.776580122,0,C,R,1765320,256,[0]
"8,16",3,277,0.782241809,19245,I,R,589784,216,[java]
"8,16",3,278,0.782247595,19245,D,R,589784,216,[java]
"8,16",3,280,0.790349334,0,C,R,589784,216,[0]
"8,16",3,284,0.790544449,19245,I,R,596208,256,[java]
"8,16",3,285,0.790548773,19245,D,R,596208,256,[java]
"8,16",3,287,0.796337245,0,C,R,596208,256,[0]
"8,16",3,291,0.796397357,19245,I,R,596464,256,[java]
"8,16",3,292,0.796401126,19245,D,R,596464,256,[java]
"8,16",3,297,0.796459735,19245,I,R,596720,256,[java]
"8,16",3,299,0.796462378,19245,D,R,596720,256,[java]
"8,16",3,300,0.798613067,0,C,R,596464,256,[0]
"8,16",3,301,0.799711563,19172,C,R,596720,256,[0]
"8,16",0,130,0.801339148,19244,I,R,2423832,256,[java]
"8,16",0,131,0.801351198,19244,D,R,2423832,256,[java]
"8,16",0,133,0.807328525,19171,C,R,2423832,256,[0]
"8,16",0,137,0.807689097,19244,I,R,2155240,256,[java]
"8,16",0,138,0.807692866,19244,D,R,2155240,256,[java]
"8,16",0,140,0.818862096,19171,C,R,2155240,256,[0]
"8,16",0,144,0.818945759,19244,I,R,2155496,256,[java]
"8,16",0,145,0.818949505,19244,D,R,2155496,256,[java]
"8,16",0,150,0.819006211,19244,I,R,2155752,256,[java]
"8,16",0,152,0.819008848,19244,D,R,2155752,256,[java]
"8,16",0,153,0.81993322,19171,C,R,2155496,256,[0]
"8,16",0,154,0.820983541,19244,C,R,2155752,256,[0]
"8,16",0,158,0.825202656,19244,I,R,3695544,256,[java]
"8,16",0,159,0.825208815,19244,D,R,3695544,256,[java]
"8,16",0,161,0.825888457,19171,C,R,3695544,256,[0]
"8,16",0,165,0.826093315,19244,I,R,3297736,256,[java]
"8,16",0,166,0.82609699,19244,D,R,3297736,256,[java]
"8,16",0,168,0.837508902,19171,C,R,3297736,256,[0]
"8,16",0,172,0.837567846,19244,I,R,3297992,256,[java]
"8,16",0,173,0.83757151,19244,D,R,3297992,256,[java]
"8,16",0,175,0.839829591,19171,C,R,3297992,256,[0]
"8,16",0,179,0.844929938,19244,I,R,599256,256,[java]
"8,16",0,180,0.844935836,19244,D,R,599256,256,[java]
"8,16",0,182,0.853316026,19171,C,R,599256,256,[0]
"8,16",1,4,0.853396895,19244,I,R,599512,256,[java]
"8,16",1,5,0.853401675,19244,D,R,599512,256,[java]
"8,16",1,10,0.853456649,19244,I,R,599768,256,[java]
"8,16",1,12,0.853459471,19244,D,R,599768,256,[java]
"8,16",1,13,0.854377955,0,C,R,599512,256,[0]
"8,16",1,14,0.855482976,0,C,R,599768,256,[0]
"8,16",1,18,0.860613232,19280,I,R,2408864,256,[java]
"8,16",1,19,0.860625722,19280,D,R,2408864,256,[java]
"8,16",1,21,0.867553401,0,C,R,2408864,256,[0]
"8,16",1,25,0.868122477,19280,I,R,1631032,256,[java]
"8,16",1,26,0.868126914,19280,D,R,1631032,256,[java]
"8,16",2,249,0.893186712,19244,I,R,2407912,224,[java]
"8,16",2,251,0.893196876,19244,D,R,2407912,224,[java]
"8,16",2,252,0.90509798,0,C,R,2407912,224,[0]
"8,16",2,256,0.905290924,19244,I,R,1597432,256,[java]
"8,16",2,257,0.905295009,19244,D,R,1597432,256,[java]
"8,16",2,259,0.914210293,0,C,R,1597432,256,[0]
